Genres,Episodes,Decimal,AiredYear,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Sci-Fi, Romance, Fantasy, Shounen, Action, Supernatural, Otro",11,254,2016.0,5,9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,23044,7.16,65
"Sci-Fi, Fantasy, Shounen",96,52,1963.0,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1597,6.57,6
"Romance, Fantasy",2,6,2014.0,3,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8526,6.44,7
"Comedy, Romance",1,3,2017.0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14674,7.19,16
"Comedy, Historical, Fantasy, Ecchi",2,1285,2000.0,3,9,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6946,6.34,11
"Comedy, Sci-Fi, Romance, Ecchi",1,291,2003.0,4,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32112,7.06,51
Hentai,1,2048,2017.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3318,7.06,20
Action,5,8,2011.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5119,5.86,2
"Fantasy, Otro",52,68,1986.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1274,6.82,8
"Sci-Fi, Romance, Action",12,42,2012.0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28632,6.37,40
"Comedy, Shoujo, Supernatural",1,641,2008.0,4,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27866,6.99,196
"Comedy, Fantasy, Action, Otro",39,77,1989.0,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1225,7.44,11
"Romance, Music",12,8194,2015.0,5,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28983,7.08,247
"Historical, Romance",1,1026,1987.0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3325,6.64,5
"Sci-Fi, Romance, Action",24,42,2018.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,276912,8.17,4991
"Historical, Romance",1,1026,2010.0,4,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,396,6.41,0
"Comedy, Sci-Fi, Romance, Ecchi",1,291,2002.0,3,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36071,7.39,54
"Comedy, Romance, Shounen",52,19,2012.0,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15893,7.77,128
"Music, Ecchi",1,8448,2009.0,1,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22112,7.2,27
"Sci-Fi, Romance",1,34,2006.0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8707,5.92,4
Sci-Fi,3,32,2008.0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11962,7.47,28
"Sci-Fi, Shounen, Action",13,56,2013.0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,89144,6.54,177
Fantasy,1,4,1973.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384,6.47,0
"Historical, Fantasy, Shounen, Action, Supernatural",7,1180,1993.0,3,8,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1420,6.63,1
"Hentai, Supernatural",2,2176,2003.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2449,6.32,8
"Shounen, Action, Supernatural, Otro",1,216,2013.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,190013,7.62,462
Otro,1,64,2018.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1022,6.24,0
"Romance, Fantasy, Shounen, Action, Supernatural",50,158,2016.0,5,6,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,221001,7.41,1421
"Fantasy, Action, Supernatural",1,140,2016.0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,30400,7.33,80
"Comedy, Fantasy, Hentai, Ecchi",1,2309,2015.0,4,10,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8920,5.49,5
"Mistery, Shounen, Action, Otro",1,32856,2015.0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,14796,7.81,29
"Comedy, Romance",431,3,2011.0,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234,5.5,1
"Comedy, Shounen, Action, Ecchi",13,281,2010.0,5,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,146749,7.53,469
Hentai,10,2048,2000.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7615,6.51,66
Comedy,1,1,2017.0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,4.27,0
"Mistery, Comedy, Action, Otro",1,32841,1996.0,3,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1799,5.01,1
"Romance, Fantasy, Otro",3,70,1986.0,3,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1771,7.47,5
"Comedy, Action",2,9,2010.0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,278,5.83,0
"Comedy, Romance",12,3,2016.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46659,7.07,205
"Sci-Fi, Romance, Fantasy, Shounen",1,54,2001.0,0,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14877,7.08,8
"Comedy, Fantasy, Shounen, Action",25,29,2011.0,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,15163,6.62,19
"Comedy, Fantasy, Shounen",12,21,2012.0,5,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,118914,7.87,1627
"Sci-Fi, Shounen, Action",3,56,1989.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,658,6.26,0
"Historical, Romance, Action",1,1034,2013.0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9918,5.95,5
"Sci-Fi, Fantasy, Shounen, Action",26,60,2002.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7791,6.96,22
"Comedy, Romance, Fantasy, Action",1,15,2017.0,0,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,21535,7.37,78
"Comedy, Sci-Fi, Shounen, Action",1,57,1989.0,3,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2994,6.6,0
"Comedy, Romance",6,3,2012.0,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75815,7.31,116
"Sci-Fi, Romance, Shounen, Action, Otro",1,122,2017.0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,52531,7.34,138
Hentai,2,2048,2011.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5638,6.9,27
"Sci-Fi, Fantasy, Action",2,44,1990.0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3426,6.45,5
"Fantasy, Shounen, Action, Otro",1,92,2011.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,101774,7.6,107
"Romance, Shoujo, Otro",29,578,1991.0,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,557,6.93,2
"Comedy, Romance, Shounen",1,19,2017.0,0,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18465,7.95,32
"Comedy, Sci-Fi, Fantasy",6,37,1999.0,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1265,6.05,2
"Romance, Fantasy, Action",27,14,1998.0,5,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19218,7.22,94
"Shounen, Supernatural, Otro",1,208,2016.0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8564,7.15,22
"Sci-Fi, Fantasy, Shounen, Action",6,60,1992.0,3,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7933,6.44,16
"Comedy, Romance, Ecchi",12,259,2015.0,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262774,7.65,2068
"Comedy, Fantasy, Shounen, Action",1,29,2016.0,4,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2204,6.53,1
Comedy,2,1,2018.0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4362,6.7,7
Action,3,8,2008.0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22317,6.62,38
Fantasy,1,4,2010.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2775,7.11,7
"Sci-Fi, Fantasy, Music, Action",2,8236,1981.0,4,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,10137,7.73,102
"Sci-Fi, Action, Thriller",1,65576,2016.0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,37480,6.4,62
"Comedy, Romance, Shounen, Supernatural, Ecchi, Otro",12,467,2015.0,5,6,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,316766,7.84,2253
"Comedy, Romance",12,3,2007.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62526,7.83,181
"Romance, Shounen, Otro",25,82,2002.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40535,7.35,295
"Comedy, Fantasy",2,5,2015.0,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15781,6.95,9
"Comedy, Sci-Fi, Romance, Ecchi",13,291,2003.0,5,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10528,6.79,26
Hentai,2,2048,2002.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3700,5.73,13
"Sci-Fi, Action",1,40,1987.0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7498,6.46,14
"Comedy, Fantasy, Shounen, Action, Ecchi",12,285,2004.0,5,6,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,42324,6.8,63
"Historical, Romance, Shounen",2,1042,2001.0,3,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,57163,8.07,349
"Comedy, Romance, Supernatural",11,131,2007.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,51854,7.65,229
"Comedy, Sports, Shounen, Action",1,4121,1986.0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,375,6.33,0
Romance,12,2,2013.0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87052,7.11,424
Hentai,1,2048,2014.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11149,7.51,185
"Comedy, Fantasy, Shounen, Action",1,29,2017.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,61884,7.73,436
"Comedy, Sports, Shounen",1,4113,2003.0,4,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,64556,8.37,149
"Comedy, Fantasy, Otro",1,69,2003.0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8605,6.69,8
Hentai,1,2048,2010.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3493,6.4,13
"Comedy, Sci-Fi, Shounen, Action",1,57,1988.0,3,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3154,6.57,1
"Comedy, Fantasy, Otro",1,69,2016.0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,125,6.33,0
"Fantasy, Music",1,8196,2006.0,1,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,804,5.61,1
"Historical, Shoujo, Otro",26,1600,1977.0,5,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,667,6.5,3
Comedy,39,1,2009.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4793,7.2,14
"Romance, Fantasy, Shoujo, Shounen, Action",24,542,2001.0,5,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,58165,7.52,710
"Historical, Shounen",39,1040,2011.0,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14880,8.06,168
"Comedy, Romance, Music",7,8195,2016.0,4,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8776,6.57,7
"Comedy, Action, Ecchi",1,265,2015.0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10524,6.61,14
"Comedy, Sci-Fi, Fantasy, Shounen, Action",52,61,2002.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2076,6.83,8
"Sci-Fi, Romance, Fantasy, Action, Otro",4,110,1996.0,3,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7941,7.61,27
"Comedy, Otro",24,65,2006.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,416,5.97,0
"Comedy, Romance, Action, Ecchi",12,267,2013.0,5,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,74140,6.45,207
"Sci-Fi, Romance, Shounen, Action",26,58,2009.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9755,7.91,122
Sci-Fi,13,32,2007.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4282,7.05,10
"Romance, Shoujo, Music",12,8706,2017.0,5,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52337,7.16,354
"Comedy, Sci-Fi, Romance, Fantasy, Gore, Action",26,16431,1998.0,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,9153,6.9,31
Otro,1,64,2012.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7463,6.42,4
"Comedy, Romance, Fantasy, Shounen, Action",51,31,2003.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,791812,8.29,21753
"Comedy, Sci-Fi, Romance, Action, Thriller, Otro",11,65643,2009.0,5,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,346202,7.96,3733
"Comedy, Fantasy, Otro",1,69,2017.0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,36,6.56,0
"Comedy, Romance",13,3,2007.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124474,7.77,1098
"Comedy, Romance, Shounen, Action",34,27,1988.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6362,7.44,58
"Historical, Fantasy, Action",1,1036,2009.0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,61341,7.44,138
"Romance, Music",50,8194,2014.0,5,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3778,7.0,27
"Sci-Fi, Fantasy, Action",4,44,1996.0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,892,6.08,1
"Comedy, Historical, Fantasy, Shounen, Action, Ecchi",13,1309,2012.0,5,6,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,32231,7.82,278
"Sci-Fi, Fantasy, Shounen, Action",26,60,1978.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,398,6.43,2
"Sports, Shounen, Action",3,4120,2001.0,5,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,275,5.28,0
"Comedy, Romance",2,3,2013.0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24898,7.44,19
Comedy,13,1,2010.0,5,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,318,5.53,1
"Romance, Fantasy, Shoujo, Supernatural",43,646,1993.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,87868,7.75,591
"Comedy, Romance, Action, Supernatural, Ecchi",1,395,2012.0,4,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,21558,6.84,9
"Shounen, Supernatural, Otro",14,208,1992.0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,195,5.92,0
"Comedy, Romance",1,3,2016.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4926,8.14,21
"Comedy, Supernatural",13,129,2013.0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,25799,7.65,49
"Romance, Music",12,8194,2017.0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30876,6.79,41
"Comedy, Romance, Shoujo",2,515,1999.0,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24308,7.08,102
Music,1,8192,2013.0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1378,6.33,2
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",12,407,2011.0,5,6,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,92243,6.75,200
"Sci-Fi, Fantasy, Action",26,44,1999.0,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3077,6.7,7
"Comedy, Historical, Supernatural",1,1153,2016.0,2,9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,104,5.38,0
"Comedy, Romance",12,3,2017.0,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5977,6.16,16
"Romance, Fantasy, Thriller, Otro",25,65606,2016.0,5,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,720575,8.43,27120
"Comedy, Fantasy",21,5,2016.0,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,584,5.41,0
"Comedy, Romance, Fantasy, Shounen",50,23,2002.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17929,7.56,120
"Romance, Action, Supernatural, Ecchi",12,394,2015.0,5,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,260712,6.76,992
"Sci-Fi, Shounen, Action",3,56,2010.0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2147,6.4,1
"Romance, Otro",2,66,2015.0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1149,5.9,2
"Romance, Shoujo",2,514,2014.0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64776,7.72,138
"Sports, Romance, Shounen, Action",38,4122,2016.0,5,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,14138,7.08,47
Otro,1,64,2011.0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,5.96,1
"Comedy, Shounen",47,17,2016.0,2,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,172,5.16,0
"Historical, Fantasy, Gore, Otro",11,17476,2006.0,5,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,42518,7.55,188
"Romance, Fantasy, Shoujo, Action",49,526,2017.0,5,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4760,6.94,46
"Historical, Romance, Action, Supernatural",1,1162,2015.0,3,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1692,6.3,3
"Mistery, Comedy, Fantasy, Shounen, Otro",1,32853,2011.0,3,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,7664,7.51,1
Comedy,1,1,1992.0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,692,6.36,0
"Romance, Otro",26,66,2013.0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,5.56,0
"Romance, Shoujo",4,514,1989.0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6661,6.23,16
Hentai,3,2048,2003.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2261,6.39,8
Action,13,8,2009.0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148914,7.36,790
"Comedy, Ecchi",13,257,2008.0,5,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,377,5.47,0
"Romance, Music, Ecchi",13,8450,2009.0,5,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69578,6.68,151
"Comedy, Otro",50,65,1987.0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,192,6.78,0
Gore,13,16384,2015.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24714,5.31,23
"Comedy, Romance, Fantasy, Shounen, Action",13,31,2005.0,5,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,47870,8.07,948
"Comedy, Historical, Romance, Fantasy, Action",13,1039,2007.0,5,9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,6488,6.74,6
"Comedy, Romance, Music",1,8195,2016.0,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4738,7.4,7
"Shounen, Action",26,24,2001.0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8487,7.11,24
"Sci-Fi, Romance, Shounen, Action",24,58,2013.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,41708,7.42,130
"Comedy, Sci-Fi, Fantasy, Otro",29,101,2009.0,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1167,6.27,3
"Comedy, Sci-Fi, Action, Ecchi",1,297,2013.0,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,34765,7.05,35
"Historical, Fantasy",1,1028,2007.0,4,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,5.86,0
"Comedy, Sports, Romance",1,4099,2010.0,3,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16857,8.33,43
"Comedy, Romance, Action, Supernatural, Ecchi",12,395,2011.0,5,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,124739,6.8,232
"Fantasy, Otro",2,68,2012.0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1468,6.39,0
Romance,1,2,1993.0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35544,6.89,98
"Sci-Fi, Action",1,40,2008.0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,847,6.35,0
"Fantasy, Shounen",1,20,2007.0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8979,7.61,20
"Comedy, Sci-Fi, Fantasy",61,37,1975.0,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1200,6.62,1
Hentai,2,2048,2011.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4953,6.13,35
"Shounen, Otro",148,80,1997.0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12619,8.11,126
"Comedy, Romance, Shoujo",1,515,2008.0,4,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21631,7.65,98
"Sci-Fi, Supernatural, Otro",1,224,2017.0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9516,6.69,7
Comedy,12,1,2009.0,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2436,5.79,1
"Comedy, Romance, Fantasy, Shounen",22,23,1998.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5861,6.76,12
"Romance, Fantasy, Shoujo",12,518,2014.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146826,7.8,1324
Music,12,8192,2017.0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2500,6.94,15
"Comedy, Romance, Fantasy, Shounen, Ecchi",1,279,2006.0,3,6,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15554,7.18,18
"Historical, Fantasy, Shounen, Action, Ecchi",26,1308,2013.0,5,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,52850,7.44,145
"Sci-Fi, Fantasy, Action, Ecchi",12,300,2010.0,5,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,60260,7.4,251
"Comedy, Historical, Fantasy",26,1029,2012.0,5,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,18450,6.5,23
"Fantasy, Shounen, Action, Supernatural",26,156,2012.0,5,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,339574,8.41,12556
Comedy,7,1,2006.0,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4970,6.27,5
"Sci-Fi, Shounen, Action, Otro",12,120,2012.0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,461700,7.59,2899
"Sports, Romance, Shounen, Action",1,4122,2008.0,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,16485,7.52,18
"Historical, Shounen, Action",26,1048,2004.0,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,16575,7.65,114
Comedy,4,1,2003.0,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2467,6.62,2
Music,1,8192,2015.0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25206,6.98,46
"Comedy, Romance, Fantasy, Shounen, Ecchi",2,279,2016.0,3,6,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,39074,7.33,51
"Comedy, Fantasy, Shounen, Action",1,29,2002.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44281,7.13,19
"Sci-Fi, Romance, Fantasy, Action",35,46,1983.0,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3084,6.71,9
"Comedy, Fantasy, Shounen, Action, Supernatural",4,157,1994.0,3,9,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3015,6.54,5
"Comedy, Fantasy, Shounen, Action, Supernatural",26,157,2015.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,124637,7.67,544
Otro,25,64,2011.0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,434,6.28,1
"Comedy, Romance",1,3,2002.0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2060,6.0,2
"Romance, Fantasy",50,6,2009.0,5,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49279,8.43,1098
"Fantasy, Shounen",15,20,2016.0,2,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,419,5.27,1
"Comedy, Fantasy, Shounen, Otro",1,85,2000.0,3,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,12474,7.34,9
"Comedy, Sci-Fi",1,33,2015.0,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,440,5.83,0
Sci-Fi,40,32,1978.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1724,7.18,8
