Genres,Source,Type,Episodes,Decimal,Popularity,Score,Favorites
"Comedy, Romance, Action, Supernatural, Ecchi",5,3,1,395,1540,7.64,153
"Sci-Fi, Romance, Fantasy, Action",6,2,5,46,5561,6.72,1
"Romance, Shoujo",6,3,1,514,6610,5.85,1
"Historical, Action",4,5,12,1032,2957,6.65,29
"Fantasy, Action",6,0,1,12,3096,6.95,25
Music,9,5,12,8192,4378,5.35,6
"Comedy, Romance, Fantasy, Shounen, Action",6,4,1,31,2205,7.66,32
"Comedy, Sci-Fi, Romance",6,4,1,35,8350,6.4,0
"Sci-Fi, Gore, Action",6,3,1,16424,906,7.08,75
"Romance, Fantasy, Action",5,5,12,14,163,7.83,3360
"Shounen, Hentai, Action",13,3,3,2072,6458,5.83,2
Hentai,13,3,2,2048,6964,5.85,8
"Comedy, Romance, Shounen",14,3,3,19,1794,7.41,184
"Sci-Fi, Sports, Shounen",9,5,13,4144,4053,7.36,26
"Romance, Fantasy, Action",5,0,1,14,1881,7.75,120
"Historical, Romance, Fantasy, Action, Supernatural",6,4,1,1166,3824,6.56,9
"Comedy, Fantasy, Shounen, Action, Supernatural",6,3,2,157,517,7.9,261
"Comedy, Romance, Shounen, Ecchi",6,3,6,275,5022,6.19,3
"Comedy, Sci-Fi, Romance, Shounen, Supernatural, Ecchi",6,0,1,435,953,7.78,278
"Fantasy, Shounen, Action, Supernatural",6,4,1,156,2517,6.82,23
Comedy,6,0,1,1,6860,7.35,0
Comedy,9,5,13,1,5691,7.22,5
"Comedy, Fantasy",9,2,0,5,9937,7.28,1
"Comedy, Romance",6,5,104,3,1688,7.79,382
"Sports, Romance, Shounen",6,5,25,4114,1495,8.16,244
Sci-Fi,9,0,1,32,6576,7.19,0
Romance,13,3,3,2,3368,6.93,28
"Comedy, Fantasy, Shounen, Ecchi",6,3,3,277,1841,7.48,127
"Gore, Supernatural, Otro",11,5,23,16576,3476,7.36,46
"Sci-Fi, Fantasy, Shounen, Action",6,0,1,60,1605,7.94,28
"Romance, Fantasy, Otro",9,5,0,70,7088,6.11,9
Comedy,9,5,12,1,11057,5.56,0
"Mistery, Comedy, Shounen, Ecchi",6,5,13,33041,5601,6.58,5
"Shounen, Action, Supernatural",6,4,2,152,3536,6.39,6
"Comedy, Romance, Fantasy, Shounen, Action",6,4,1,31,2141,7.37,42
"Comedy, Historical, Fantasy, Shounen, Supernatural, Otro",6,3,2,1237,808,8.34,856
"Comedy, Romance",13,5,12,3,2357,5.46,39
Sci-Fi,9,2,5,32,3938,5.83,18
"Romance, Fantasy",5,5,6,6,2564,7.66,81
"Historical, Romance",8,0,1,1026,3441,8.01,46
"Comedy, Romance, Music",4,4,1,8195,2966,7.54,12
"Comedy, Fantasy, Gore",6,0,1,16389,3357,7.06,51
"Sci-Fi, Romance, Fantasy, Otro",14,5,12,102,757,8.19,1563
"Shounen, Action, Supernatural, Ecchi",6,3,1,408,2812,6.51,10
"Comedy, Romance, Fantasy, Action",14,2,21,15,6859,8.06,19
"Comedy, Romance",6,2,0,3,2331,7.59,58
"Comedy, Sci-Fi, Ecchi",6,3,3,289,2968,6.73,20
Fantasy,9,5,28,4,8270,6.14,1
Hentai,13,3,3,2048,3185,7.2,125
"Historical, Romance, Action, Supernatural, Otro",13,0,1,1226,2922,7.86,67
"Comedy, Romance, Otro",9,5,13,67,1945,6.79,183
"Comedy, Fantasy, Shounen, Action",4,5,35,29,4829,7.13,14
Hentai,6,3,2,2048,6228,6.43,8
Comedy,9,5,13,1,10433,5.26,1
Otro,2,0,1,64,3337,7.31,21
Comedy,6,5,12,1,9421,6.46,1
Music,7,1,1,8192,13596,4.78,0
"Romance, Hentai",6,3,1,2050,10936,4.02,1
"Sci-Fi, Romance, Gore, Action, Supernatural, Ecchi, Otro",6,5,13,16874,817,7.22,403
"Comedy, Sci-Fi",6,2,1,33,8986,4.83,0
"Comedy, Fantasy",6,3,2,5,3222,6.99,61
"Historical, Otro",8,5,39,1088,4944,6.94,13
"Sci-Fi, Romance, Fantasy",8,0,1,38,8302,6.86,2
"Fantasy, Otro",9,5,12,68,13899,4.88,0
"Shounen, Otro",6,3,1,80,8152,5.72,0
"Fantasy, Shounen, Action, Otro",6,5,73,92,2038,6.5,191
"Comedy, Sports, Romance, Shounen",6,0,1,4115,6286,6.94,2
"Comedy, Romance, Supernatural",6,5,15,131,3074,6.87,30
"Sports, Shounen, Action",6,5,0,4120,2200,7.73,75
"Comedy, Sports, Shounen",6,4,1,4113,8262,5.69,0
"Historical, Romance, Fantasy, Action, Supernatural",5,4,1,1166,4308,6.39,6
"Romance, Fantasy, Action, Supernatural, Ecchi",5,3,1,398,1976,6.95,29
"Comedy, Fantasy, Shounen, Ecchi",6,3,5,277,818,7.75,478
"Sci-Fi, Fantasy, Supernatural",6,0,1,164,6189,6.43,1
"Comedy, Romance, Shounen, Ecchi",6,3,3,275,2760,6.58,23
"Comedy, Shounen, Action, Supernatural, Ecchi",6,5,12,409,717,6.22,169
"Comedy, Romance",5,5,13,3,150,8.29,9592
Hentai,13,3,1,2048,5426,6.87,17
Hentai,13,3,2,2048,6126,5.17,4
"Historical, Shounen, Action",9,4,1,1048,5903,6.37,2
"Comedy, Romance",15,5,12,3,1317,6.49,53
Hentai,13,3,2,2048,5878,6.1,15
"Fantasy, Action",9,5,22,12,841,7.88,1417
"Action, Supernatural",4,5,13,136,681,7.02,491
"Comedy, Sports, Romance, Shounen, Ecchi",6,5,13,4371,2143,7.22,84
"Fantasy, Shounen, Action",6,0,1,28,664,7.82,225
"Romance, Ecchi",9,5,12,258,3295,4.9,27
"Comedy, Romance",6,3,3,3,1612,7.92,89
"Comedy, Romance, Shoujo",13,4,1,515,7164,6.58,2
"Romance, Shounen, Action",9,3,1,26,7585,5.81,6
"Comedy, Sports, Shounen",6,4,4,4113,9757,5.97,1
"Comedy, Fantasy, Ecchi",5,3,4,261,8508,5.96,0
"Romance, Fantasy",9,5,59,6,7955,6.75,7
"Mistery, Comedy, Fantasy, Shounen, Otro",6,3,1,32853,3360,8.05,13
"Comedy, Romance, Action",5,5,12,11,365,8.16,2665
"Fantasy, Hentai",13,3,1,2052,4087,6.82,36
"Comedy, Romance, Shoujo, Shounen",15,5,12,531,567,7.15,1165
"Fantasy, Action, Supernatural",13,0,1,140,853,8.47,694
"Comedy, Romance, Ecchi",5,4,1,259,3341,6.55,17
"Romance, Fantasy",5,0,1,6,4258,7.94,21
"Gore, Thriller, Otro",5,3,1,81984,1738,7.35,80
"Romance, Supernatural, Otro",5,4,1,194,1934,7.38,40
"Comedy, Romance, Fantasy, Shounen",6,5,24,23,1330,7.96,605
Comedy,9,0,1,1,11390,5.54,1
Sci-Fi,9,4,1,32,5661,6.31,4
"Comedy, Sports, Fantasy",6,5,51,4101,2481,6.7,125
"Comedy, Romance",6,5,12,3,777,8.35,1693
"Sci-Fi, Romance, Action, Otro",8,5,11,106,330,7.72,5542
Hentai,13,3,1,2048,5502,6.63,9
Comedy,5,2,1,1,4280,6.06,6
"Historical, Romance, Shounen",6,5,25,1042,12257,6.33,0
"Comedy, Historical, Romance, Fantasy, Action",2,5,12,1039,1536,6.89,359
"Sci-Fi, Romance, Fantasy, Shounen",6,5,26,54,1567,8.26,616
"Sci-Fi, Sports, Fantasy, Action",9,0,1,4140,3378,6.83,16
"Romance, Ecchi",13,5,12,258,297,6.58,1415
"Sci-Fi, Gore, Shounen, Action",6,5,12,16440,53,7.41,5069
"Comedy, Sci-Fi, Shounen",6,5,50,49,9060,6.83,5
"Comedy, Romance",15,5,61,3,9532,6.42,1
"Sci-Fi, Action, Ecchi",9,5,12,296,1487,6.52,102
"Romance, Fantasy, Shounen",6,3,3,22,536,8.26,553
"Fantasy, Shounen, Action",10,3,6,28,2717,7.08,54
"Sci-Fi, Action",10,5,6,40,10378,4.4,1
"Sci-Fi, Romance, Fantasy, Action",5,5,24,46,636,7.51,958
"Fantasy, Action, Ecchi",10,4,6,268,3887,6.27,7
Comedy,8,4,3,1,3280,6.35,10
"Fantasy, Action, Supernatural",5,4,2,140,3138,7.2,10
"Comedy, Romance, Fantasy, Shoujo, Otro",6,4,2,583,4902,6.91,3
Sci-Fi,9,4,1,32,3695,7.05,15
"Comedy, Sci-Fi, Romance, Fantasy, Action",6,2,6,47,3228,6.03,20
"Historical, Romance, Fantasy, Shoujo, Shounen",6,3,6,1558,3059,7.35,73
"Comedy, Otro",4,5,0,65,10217,5.17,0
"Comedy, Romance, Shounen",6,3,1,19,5602,6.22,2
"Comedy, Romance, Fantasy",5,5,13,7,4995,6.6,8
Hentai,13,3,2,2048,5508,6.94,9
"Sports, Romance, Supernatural",5,5,12,4226,1923,7.44,157
"Sports, Shounen, Action",6,5,12,4120,7762,6.75,13
"Fantasy, Otro",9,2,0,68,5258,6.53,2
"Sci-Fi, Romance, Shounen, Action, Supernatural",6,5,73,186,533,7.68,1036
Otro,11,5,263,64,11918,6.7,0
"Fantasy, Shoujo",6,5,51,516,2613,7.54,292
"Comedy, Romance, Action",14,2,12,11,1563,7.62,197
"Romance, Fantasy, Supernatural",5,4,1,134,1341,7.76,42
"Gore, Action, Otro",4,4,1,16456,1216,7.86,794
Hentai,13,3,2,2048,5444,6.41,28
Comedy,6,5,52,1,9465,6.51,1
"Shoujo, Action, Supernatural",6,5,24,648,1709,7.1,231
"Comedy, Romance",5,5,13,3,266,7.29,1113
"Sports, Romance, Shounen",6,5,25,4114,1007,7.94,619
"Sci-Fi, Action",9,3,2,40,7905,5.91,0
"Comedy, Fantasy, Shounen, Action",9,5,30,29,2190,6.95,73
"Comedy, Fantasy, Ecchi",6,4,6,261,3798,6.86,4
"Sci-Fi, Romance, Shounen, Action",9,5,24,58,2577,7.43,118
Romance,9,0,1,2,11611,5.64,0
"Sci-Fi, Romance, Fantasy, Shoujo, Otro",9,5,26,614,874,7.77,1817
"Mistery, Supernatural, Thriller, Otro",6,4,2,98496,784,7.81,506
"Comedy, Shoujo",9,2,0,513,9063,4.47,0
Comedy,9,4,2,1,6547,6.68,1
Fantasy,9,3,4,4,8779,5.98,1
"Sci-Fi, Shounen, Action, Ecchi",9,5,24,312,1947,7.28,255
Music,13,4,1,8192,3035,7.38,14
"Sci-Fi, Romance, Fantasy, Shounen",6,5,13,54,1158,8.59,2981
"Comedy, Romance, Shounen, Ecchi",15,5,12,275,533,7.32,338
"Mistery, Comedy, Sci-Fi, Fantasy, Action",5,0,1,32813,5147,7.16,16
"Mistery, Comedy, Fantasy, Shounen, Otro",6,5,0,32853,515,8.25,7722
"Romance, Fantasy, Action, Otro",4,0,1,78,1686,6.98,75
"Sports, Romance, Shoujo, Music",4,5,51,12802,5118,6.93,25
"Sports, Romance, Action, Ecchi",13,5,12,4362,1086,6.52,95
Otro,6,2,20,64,4361,7.5,23
Comedy,9,2,2,1,5453,4.27,15
"Romance, Fantasy, Hentai",13,3,3,2054,5337,6.59,10
"Romance, Fantasy, Shoujo, Action",6,3,3,526,3863,8.01,47
"Romance, Fantasy, Supernatural",9,5,13,134,3587,7.31,58
"Fantasy, Shounen, Action, Supernatural",6,5,26,156,119,7.87,7038
Fantasy,9,0,1,4,4187,7.51,12
"Comedy, Romance",6,5,13,3,1402,7.4,60
"Sci-Fi, Sports, Fantasy, Shounen, Action",9,5,0,4156,8488,6.58,6
"Sci-Fi, Romance, Action",6,2,4,42,3681,7.41,14
"Comedy, Romance, Action, Otro",5,4,1,75,1801,6.93,37
"Romance, Fantasy, Shounen, Supernatural",6,4,1,150,3435,7.53,11
Music,5,4,1,8192,2571,8.0,53
"Comedy, Shounen, Action",5,5,12,25,388,7.42,858
"Comedy, Historical, Shounen",15,3,1,1041,5847,6.7,7
"Sci-Fi, Fantasy, Shounen",6,2,1,52,4331,6.51,32
"Comedy, Sci-Fi, Gore, Action",9,5,6,16425,2276,7.1,20
"Comedy, Historical",10,0,1,1025,12255,6.89,0
Music,6,1,1,8192,8021,6.32,5
Historical,9,0,1,1024,12871,7.44,0
"Comedy, Fantasy, Supernatural, Ecchi",5,4,6,389,2827,6.97,15
"Romance, Shoujo, Music",9,0,1,8706,6548,7.43,9
"Comedy, Sports, Romance, Shounen",6,0,1,4115,2482,8.04,45
"Comedy, Sports, Romance, Shounen",6,5,37,4115,1608,7.33,203
"Gore, Shounen, Action, Supernatural, Otro",6,5,13,16600,626,7.91,377
"Historical, Romance, Action",8,5,12,1034,603,7.13,446
"Gore, Supernatural, Otro",13,5,26,16576,548,7.28,1946
"Comedy, Sports, Fantasy",6,0,1,4101,6354,6.74,8
"Comedy, Romance",6,5,13,3,781,7.44,423
"Comedy, Romance, Otro",8,5,26,67,12266,6.31,0
"Comedy, Romance",9,2,5,3,13040,5.4,0
"Comedy, Romance, Shounen",6,5,12,19,1747,6.52,73
"Sci-Fi, Otro",9,3,1,96,4127,6.25,2
"Romance, Action, Supernatural, Thriller, Otro",5,0,1,65738,620,8.16,422
Comedy,14,5,12,1,6925,6.45,1
"Comedy, Action",9,4,3,9,6822,6.17,2
"Comedy, Shounen",6,3,2,17,9188,5.09,0
"Comedy, Romance, Fantasy, Shounen, Ecchi",6,3,2,279,1957,7.18,45
"Fantasy, Action, Otro",4,0,1,76,6316,6.91,4
"Romance, Shounen, Otro",5,0,1,82,6787,7.19,10
"Comedy, Sci-Fi",9,5,20,33,12093,6.92,1
"Mistery, Comedy, Romance, Otro",4,5,24,32835,1080,6.44,264
"Comedy, Romance, Fantasy, Shounen, Supernatural",9,0,1,151,2007,7.63,94
"Comedy, Romance",5,4,1,3,1531,7.56,38
"Comedy, Shounen, Otro",6,5,21,81,10689,6.97,1
"Historical, Romance, Fantasy, Action, Supernatural",5,4,1,1166,4755,6.39,9
"Comedy, Sci-Fi, Shounen",9,5,50,49,2681,6.27,39
"Comedy, Fantasy",6,0,1,5,7339,6.71,0
"Comedy, Romance, Shoujo",6,4,1,515,5469,6.62,3
"Shounen, Action, Supernatural",6,2,12,152,2604,6.15,15
"Shounen, Action, Supernatural, Thriller, Otro",6,3,3,65752,2478,7.64,61
Fantasy,4,5,13,4,1241,5.76,92
"Comedy, Romance, Ecchi",6,5,13,259,2694,6.77,21
Romance,9,4,1,2,4746,7.17,6
"Comedy, Romance",6,5,12,3,1996,7.15,63
"Comedy, Romance, Ecchi",6,4,1,259,4041,6.87,9
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",9,3,1,307,3617,7.45,13
"Comedy, Romance, Shounen, Action, Supernatural, Ecchi",6,5,12,411,1308,7.13,159
Comedy,9,5,0,1,10426,3.35,0
"Romance, Shounen, Action",6,5,12,26,227,7.46,1989
"Historical, Romance, Fantasy",9,5,26,1030,3382,7.05,35
"Comedy, Romance, Ecchi",6,5,12,259,2515,6.69,38
"Fantasy, Action, Supernatural",9,3,1,140,10001,6.06,1
"Sci-Fi, Romance, Fantasy, Action, Supernatural, Ecchi",5,5,12,430,509,6.87,632
"Historical, Romance",8,5,52,1026,5707,7.46,9
"Fantasy, Shounen, Action, Supernatural",6,0,1,156,570,7.81,301
"Comedy, Romance, Shounen",6,5,13,19,1224,7.54,334
"Gore, Supernatural, Otro",6,5,4,16576,1804,7.36,276
"Comedy, Romance",12,5,12,3,5534,5.53,2
"Sci-Fi, Otro",9,3,2,96,5272,6.47,3
"Comedy, Music",9,5,12,8193,1962,6.36,63
"Comedy, Romance, Fantasy, Action",5,5,10,15,692,7.3,148
"Comedy, Romance, Shounen",5,5,12,19,2704,6.68,24
"Comedy, Fantasy",5,4,7,5,12491,5.5,1
"Mistery, Comedy, Action, Otro",6,0,1,32841,8230,7.23,0
Sports,4,5,0,4096,3780,7.44,48
"Romance, Fantasy, Action, Supernatural, Ecchi",5,3,1,398,2457,7.05,78
Hentai,13,3,2,2048,4763,6.93,55
"Comedy, Romance",5,5,6,3,1100,7.63,439
"Comedy, Supernatural, Otro",4,5,12,193,3362,3.54,27
"Romance, Music",9,3,2,8194,4995,7.24,14
"Comedy, Romance, Shounen",15,5,12,19,1235,7.43,469
Hentai,6,3,2,2048,4438,7.03,65
"Comedy, Sci-Fi, Shounen",6,4,1,49,10223,6.41,1
"Sci-Fi, Romance, Action",9,4,1,42,3552,7.14,10
"Historical, Romance, Fantasy, Action",5,3,6,1038,3194,7.01,71
Comedy,9,5,52,1,8294,5.64,0
"Comedy, Supernatural",11,5,50,129,7653,6.15,2
Romance,9,3,1,2,13078,2.71,0
Romance,9,2,1,2,9235,5.23,1
Comedy,14,5,12,1,7144,6.43,1
Music,7,1,1,8192,13320,6.06,0
"Comedy, Romance, Ecchi",6,3,1,259,3761,7.02,8
"Comedy, Romance",6,5,26,3,1666,7.53,352
"Comedy, Fantasy, Otro",4,4,1,69,4210,6.57,8
"Comedy, Fantasy, Shounen, Ecchi",6,5,12,277,2951,7.11,40
"Comedy, Romance, Ecchi",5,5,12,259,510,6.71,316
Comedy,12,5,5,1,10404,5.31,1
"Romance, Fantasy, Gore, Action, Supernatural",6,3,3,16526,3650,7.08,35
"Comedy, Romance, Supernatural",6,5,11,131,2757,7.24,19
"Comedy, Shounen, Supernatural, Otro",6,5,75,209,1001,8.17,1801
"Comedy, Romance, Shounen, Action, Supernatural, Otro",6,5,49,219,985,7.69,818
"Gore, Action, Supernatural",6,2,10,16520,424,8.04,3792
"Sci-Fi, Romance, Action, Otro",8,3,5,106,3400,7.26,115
"Romance, Fantasy",9,5,6,6,2674,7.7,100
"Comedy, Romance, Supernatural",5,5,12,131,1261,6.72,124
"Sci-Fi, Romance, Action",9,3,1,42,6881,6.62,2
"Comedy, Romance, Fantasy, Action",9,0,1,15,1581,7.69,102
"Comedy, Sci-Fi, Fantasy, Shounen",6,3,1,53,8607,5.71,1
"Sci-Fi, Fantasy, Shounen, Action, Supernatural, Otro",6,5,13,252,6936,5.84,2
"Comedy, Romance, Fantasy, Shounen, Action",9,5,50,31,7961,7.31,7
"Sci-Fi, Romance, Action, Otro",9,5,22,106,661,7.78,2597
"Romance, Fantasy",9,0,1,6,3498,7.09,27
"Comedy, Romance",15,3,2,3,3140,7.77,14
Romance,9,4,1,2,4002,6.52,10
"Sports, Romance, Otro",6,5,52,4162,5289,6.88,27
"Comedy, Romance, Fantasy, Ecchi",6,3,1,263,3167,7.21,21
"Sci-Fi, Romance, Action, Otro",9,5,24,106,1645,6.69,82
"Comedy, Romance",15,5,12,3,403,7.54,761
"Comedy, Romance, Ecchi",13,5,12,259,783,6.97,280
"Mistery, Comedy, Romance, Shounen, Otro",6,5,45,32851,2639,7.85,186
"Comedy, Romance, Fantasy, Shounen, Ecchi",6,0,1,279,4816,7.57,17
"Comedy, Romance, Shounen, Supernatural",6,5,25,147,1336,6.96,117
"Comedy, Fantasy, Supernatural",4,5,13,133,2705,5.45,24
"Comedy, Romance, Supernatural",9,5,12,131,1774,7.47,187
Romance,9,0,1,2,3094,7.39,15
"Comedy, Sci-Fi, Sports, Shounen, Action",6,5,13,4153,5593,6.97,5
"Comedy, Romance, Fantasy",6,4,8,7,4270,6.87,7
"Comedy, Sci-Fi, Romance, Otro",9,0,1,99,9300,6.47,0
"Comedy, Sci-Fi, Fantasy, Action, Ecchi",9,3,7,301,2606,6.0,39
"Comedy, Historical, Shounen, Action",6,5,24,1049,1756,7.4,291
"Comedy, Sci-Fi",5,3,9,33,2550,6.32,23
"Mistery, Comedy, Sci-Fi",9,3,7,32801,3236,7.44,97
"Fantasy, Otro",11,0,1,68,9225,6.5,0
"Comedy, Sci-Fi, Action",9,3,2,41,8501,5.5,0
"Comedy, Romance",10,3,3,3,3814,6.17,4
"Comedy, Romance, Otro",9,0,1,67,2422,7.75,22
"Comedy, Sci-Fi, Romance",5,5,12,35,406,7.27,865
"Comedy, Romance",6,5,12,3,351,7.98,3942
"Action, Supernatural",6,5,12,136,540,7.17,625
"Comedy, Sci-Fi, Romance, Fantasy, Shounen",5,5,26,55,3539,7.08,48
"Comedy, Romance, Shounen",5,3,2,19,999,7.75,95
"Comedy, Fantasy, Supernatural, Otro",5,5,11,197,606,7.29,239
"Comedy, Romance, Fantasy, Action",9,0,1,15,3199,7.41,75
"Comedy, Sci-Fi, Fantasy, Action",9,5,26,45,4598,7.21,32
"Sci-Fi, Romance, Fantasy, Action",9,5,50,46,2334,7.75,501
"Romance, Fantasy, Shoujo, Shounen, Otro",9,5,12,598,1283,7.15,534
"Fantasy, Action, Otro",4,0,1,76,1717,7.07,27
Romance,8,5,11,2,1434,7.68,201
"Comedy, Fantasy, Shounen, Supernatural",5,5,26,149,1836,7.91,192
"Comedy, Fantasy, Action, Otro",4,2,14,77,5663,6.81,21
"Comedy, Fantasy, Action",4,5,25,13,1186,7.32,264
"Romance, Shounen, Supernatural, Otro",6,4,1,210,2572,7.54,20
"Fantasy, Shoujo",9,0,1,516,8782,5.79,0
"Romance, Gore, Shounen, Action, Otro",6,3,1,16474,4316,5.86,14
"Fantasy, Music, Otro",4,2,1,8260,10951,5.92,0
"Comedy, Romance",9,2,10,3,13467,4.81,0
"Comedy, Fantasy, Shounen, Action",9,0,1,29,3786,6.67,7
"Comedy, Historical",15,5,0,1025,5522,6.95,0
"Gore, Shounen, Action, Supernatural",6,3,1,16536,2321,7.82,68
"Action, Supernatural",6,5,13,136,838,7.04,265
"Sci-Fi, Romance, Fantasy",9,5,51,38,8612,6.97,6
"Fantasy, Otro",4,0,1,68,3975,7.01,5
"Romance, Shoujo, Music",9,5,10,8706,4375,6.07,6
"Sci-Fi, Gore, Action",6,3,2,16424,2290,7.25,15
Comedy,9,5,26,1,8283,6.42,2
"Historical, Romance, Shoujo",8,5,52,1538,3275,7.97,121
"Comedy, Fantasy",9,5,13,5,12251,4.81,0
"Sci-Fi, Supernatural, Ecchi, Otro",13,5,12,480,344,6.52,744
"Comedy, Sci-Fi, Fantasy, Shounen",6,3,7,53,4551,7.43,43
"Comedy, Shounen",9,4,5,17,13388,5.17,0
"Comedy, Romance",5,5,12,3,63,7.89,9132
"Comedy, Romance, Action, Supernatural",14,4,1,139,2350,7.35,36
"Comedy, Romance",15,5,13,3,2547,5.88,40
"Comedy, Fantasy, Shounen, Supernatural, Otro",6,5,26,213,2173,7.39,192
"Sci-Fi, Fantasy, Action",9,5,47,44,7502,7.05,8
"Romance, Music",10,5,13,8194,599,7.99,2475
"Sci-Fi, Romance, Fantasy, Action",9,0,1,46,7203,6.71,5
"Comedy, Romance",6,3,1,3,2805,7.49,5
"Comedy, Sci-Fi, Shounen",6,4,3,49,10269,6.1,0
"Historical, Romance, Shoujo",6,5,45,1538,4717,7.26,39
Fantasy,10,2,1,4,12655,3.87,0
"Romance, Fantasy, Otro",9,3,1,70,8711,5.63,0
"Fantasy, Action",8,2,12,12,11084,5.58,1
"Comedy, Gore, Supernatural, Otro",9,5,25,16577,6887,6.81,29
Historical,9,2,2,1024,13567,4.17,0
"Sports, Romance",5,0,1,4098,1825,8.04,164
"Gore, Supernatural",9,5,13,16512,3472,5.63,5
Otro,9,4,1,64,4576,6.25,2
"Sci-Fi, Romance, Action",9,5,26,42,2836,7.46,114
"Hentai, Ecchi",6,3,2,2304,3536,7.32,92
"Hentai, Supernatural",13,3,2,2176,2853,6.86,66
"Mistery, Comedy, Shounen, Action, Thriller",15,5,10,98329,4785,5.64,3
"Sci-Fi, Fantasy, Shounen, Action",5,5,24,60,115,7.63,4233
"Romance, Fantasy, Gore, Supernatural, Otro",9,3,3,16582,1568,6.95,314
"Comedy, Romance",9,5,12,3,2086,7.32,111
"Fantasy, Supernatural",9,4,1,132,6840,5.79,1
Music,6,1,1,8192,8393,6.65,1
"Romance, Ecchi",13,5,13,258,2748,6.67,45
"Comedy, Romance, Ecchi",6,2,10,259,9042,6.03,1
"Sci-Fi, Romance, Action",8,3,110,42,671,9.11,8567
"Fantasy, Shounen, Action",6,5,62,28,310,8.47,5933
"Romance, Music",13,0,1,8194,8054,5.0,8
Romance,9,2,2,2,13747,5.86,0
"Comedy, Romance",15,4,1,3,5152,6.91,4
"Historical, Romance, Shounen",6,4,1,1042,4334,7.4,0
"Comedy, Romance",6,3,12,3,3841,6.3,18
Hentai,13,3,2,2048,5308,6.65,14
"Fantasy, Ecchi",10,4,7,260,6765,5.92,1
"Comedy, Historical, Fantasy, Shounen, Action",6,3,2,1053,1752,7.61,61
"Comedy, Romance, Shounen, Supernatural",6,5,24,147,674,7.28,773
"Comedy, Romance, Shounen",15,5,13,19,610,7.82,405
"Romance, Fantasy, Otro",8,0,1,70,8032,6.91,1
"Sci-Fi, Romance, Action",4,5,24,42,5767,5.96,3
"Sci-Fi, Action",9,5,51,40,9260,6.78,4
"Comedy, Romance, Shounen, Ecchi",6,2,10,275,2720,6.29,15
Sci-Fi,9,4,3,32,8247,5.4,0
"Historical, Romance",8,0,1,1026,284,8.55,2921
"Comedy, Romance",6,5,26,3,11696,6.32,0
"Sci-Fi, Fantasy",9,3,1,36,3714,7.39,61
"Hentai, Ecchi",13,3,2,2304,4573,6.77,20
"Comedy, Historical",10,0,1,1025,12518,7.25,0
"Romance, Otro",8,5,22,66,73,8.15,11993
"Comedy, Sports, Romance, Shounen",6,3,1,4115,6601,6.63,2
"Sci-Fi, Fantasy, Shounen",6,3,13,52,2075,8.2,257
Romance,9,0,1,2,6533,5.41,1
Otro,4,5,0,64,9768,6.08,3
"Comedy, Romance, Supernatural, Otro",5,5,26,195,207,8.77,11893
Comedy,6,5,12,1,4372,7.33,49
Fantasy,9,2,26,4,10520,6.88,1
"Comedy, Romance, Gore, Otro",6,5,8,16451,3914,5.31,13
"Fantasy, Action, Ecchi",10,3,2,268,3555,6.48,11
Hentai,6,3,2,2048,4261,7.24,45
Comedy,9,2,1,1,13725,3.44,0
Action,9,0,1,8,8131,5.33,2
"Romance, Fantasy, Shounen, Action, Otro",6,5,24,94,157,8.11,5454
"Comedy, Fantasy, Action, Otro",4,3,3,77,8095,6.21,0
"Comedy, Romance, Shoujo",6,5,26,515,1121,7.55,501
"Romance, Fantasy, Shounen",6,5,12,22,2810,6.83,33
Comedy,9,5,16,1,9535,4.25,0
"Sci-Fi, Romance, Fantasy, Shoujo, Shounen, Supernatural",6,5,12,694,1534,7.0,702
"Comedy, Music",9,4,6,8193,13324,4.5,0
"Music, Shounen, Supernatural",6,2,1,8336,3610,6.57,5
"Sci-Fi, Romance, Action",6,0,1,42,1921,7.49,137
"Comedy, Romance",5,5,12,3,907,7.31,374
"Comedy, Romance, Shounen",6,5,24,19,933,6.98,220
"Sports, Romance",9,4,1,4098,2817,7.88,40
"Historical, Fantasy, Action",9,0,1,1036,463,8.4,2064
"Sci-Fi, Romance, Action, Otro",9,5,26,106,2185,7.56,245
Comedy,15,2,13,1,6888,6.57,0
"Comedy, Romance, Music, Otro",6,4,1,8259,2167,7.91,33
"Sci-Fi, Romance, Gore, Action",5,0,1,16426,3635,6.53,29
"Comedy, Fantasy, Shounen, Otro",6,0,1,85,1984,7.02,158
Hentai,13,3,0,2048,6199,7.09,6
"Sci-Fi, Romance, Action",10,5,12,42,2684,6.2,23
"Sci-Fi, Romance, Action",8,5,24,42,1657,7.13,115
"Comedy, Romance, Shounen, Action, Ecchi",6,5,12,283,563,7.17,326
"Comedy, Sci-Fi, Shounen",6,0,1,49,8875,6.32,2
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",6,3,3,307,6090,6.39,6
"Romance, Fantasy, Shoujo, Action, Otro",6,5,52,590,6579,6.78,6
"Romance, Otro",9,5,4,66,1339,7.77,337
"Sci-Fi, Romance",9,3,3,34,5207,6.18,6
"Romance, Fantasy, Shoujo",6,4,3,518,3133,7.46,23
"Sci-Fi, Fantasy, Gore, Thriller, Otro",8,0,1,82020,308,8.12,2211
Music,10,1,1,8192,4565,7.89,22
"Comedy, Sports, Romance, Shounen",6,5,75,4115,313,8.8,10765
